date/time: ,26/10/2022,05:17 p.m.
Run 1

time	(N)
44,980000	3,923659E+0
44,986667	3,920213E+0
44,993333	3,882307E+0
45,000000	3,882307E+0
45,006667	3,861631E+0
45,013333	3,827171E+0
45,020000	3,799602E+0
45,026667	3,772034E+0
45,033333	3,734128E+0
45,040000	3,675546E+0
45,046667	3,651424E+0
45,053333	3,592841E+0
45,060000	3,534259E+0
45,066667	3,465339E+0
45,073333	3,406756E+0
45,080000	3,317160E+0
45,086667	3,268916E+0
45,093333	3,162089E+0
45,100000	3,106953E+0
45,106667	3,024248E+0
45,113333	2,958774E+0
45,120000	2,879515E+0
45,126667	2,814041E+0
45,133333	2,748567E+0
45,140000	2,672754E+0
45,146667	2,603834E+0
45,153333	2,524575E+0
45,160000	2,434979E+0
45,166667	2,376397E+0
45,173333	2,286800E+0
45,180000	2,228218E+0
45,186667	2,159297E+0
45,193333	2,111053E+0
45,200000	2,062809E+0
45,206667	1,997335E+0
45,213333	1,959428E+0
45,220000	1,921522E+0
45,226667	1,897400E+0
45,233333	1,856048E+0
45,240000	1,835372E+0
45,246667	1,804358E+0
45,253333	1,794019E+0
45,260000	1,776789E+0
45,266667	1,769897E+0
45,273333	1,752667E+0
45,280000	1,763005E+0
45,286667	1,780235E+0
45,293333	1,790573E+0
45,300000	1,821588E+0
45,306667	1,849156E+0
45,313333	1,893954E+0
45,320000	1,938752E+0
45,326667	1,973212E+0
45,333333	2,014565E+0
45,340000	2,052471E+0
45,346667	2,124837E+0
45,353333	2,152405E+0
45,360000	2,221326E+0
45,366667	2,293692E+0
45,373333	2,345383E+0
45,380000	2,428087E+0
45,386667	2,497007E+0
45,393333	2,569374E+0
45,400000	2,662416E+0
45,406667	2,741675E+0
45,413333	2,820933E+0
45,420000	2,910530E+0
45,426667	2,982896E+0
45,433333	3,027694E+0
45,440000	3,117291E+0
45,446667	3,189657E+0
45,453333	3,248239E+0
45,460000	3,303376E+0
45,466667	3,399864E+0
45,473333	3,455001E+0
45,480000	3,517029E+0
45,486667	3,596287E+0
45,493333	3,637640E+0
45,500000	3,696222E+0
45,506667	3,737574E+0
45,513333	3,782372E+0
45,520000	3,820279E+0
45,526667	3,834063E+0
45,533333	3,868523E+0
45,540000	3,875415E+0
45,546667	3,899537E+0
45,553333	3,899537E+0
45,560000	3,902983E+0
45,566667	3,923659E+0
45,573333	3,902983E+0
45,580000	3,885753E+0
45,586667	3,899537E+0
45,593333	3,851293E+0
45,600000	3,851293E+0
45,606667	3,796156E+0
45,613333	3,765142E+0
45,620000	3,696222E+0
45,626667	3,661762E+0
45,633333	3,582503E+0
45,640000	3,544597E+0
45,646667	3,475677E+0
45,653333	3,420540E+0
45,660000	3,344728E+0
45,666667	3,310268E+0
45,673333	3,217225E+0
45,680000	3,165535E+0
45,686667	3,089723E+0
45,693333	3,003572E+0
45,700000	2,927760E+0
45,706667	2,869177E+0
45,713333	2,769243E+0
45,720000	2,689984E+0
45,726667	2,617618E+0
45,733333	2,534914E+0
45,740000	2,448763E+0
45,746667	2,400519E+0
45,753333	2,321260E+0
45,760000	2,259232E+0
45,766667	2,200650E+0
45,773333	2,135175E+0
45,780000	2,086931E+0
45,786667	2,055917E+0
45,793333	1,986997E+0
45,800000	1,952536E+0
45,806667	1,890508E+0
45,813333	1,866386E+0
45,820000	1,825034E+0
45,826667	1,794019E+0
45,833333	1,769897E+0
45,840000	1,773343E+0
45,846667	1,776789E+0
45,853333	1,776789E+0
45,860000	1,773343E+0
45,866667	1,776789E+0
45,873333	1,814696E+0
45,880000	1,814696E+0
45,886667	1,849156E+0
45,893333	1,869832E+0
45,900000	1,887062E+0
45,906667	1,931860E+0
45,913333	1,966320E+0
45,920000	2,028349E+0
45,926667	2,076593E+0
45,933333	2,124837E+0
45,940000	2,207542E+0
45,946667	2,266124E+0
45,953333	2,331598E+0
45,960000	2,400519E+0
45,966667	2,483223E+0
45,973333	2,541806E+0
45,980000	2,638294E+0
45,986667	2,700322E+0
45,993333	2,755459E+0
46,000000	2,841609E+0
46,006667	2,927760E+0
46,013333	2,986342E+0
46,020000	3,034586E+0
46,026667	3,141413E+0
46,033333	3,217225E+0
46,040000	3,306822E+0
46,046667	3,365404E+0
46,053333	3,448109E+0
46,060000	3,499799E+0
46,066667	3,561827E+0
46,073333	3,596287E+0
46,080000	3,654870E+0
46,086667	3,710006E+0
46,093333	3,727236E+0
46,100000	3,765142E+0
46,106667	3,813387E+0
46,113333	3,858185E+0
46,120000	3,861631E+0
46,126667	3,902983E+0
46,133333	3,896091E+0
46,140000	3,920213E+0
46,146667	3,927105E+0
46,153333	3,906429E+0
46,160000	3,899537E+0
46,166667	3,878861E+0
46,173333	3,834063E+0
46,180000	3,840955E+0
46,186667	3,820279E+0
46,193333	3,758250E+0
46,200000	3,713452E+0
46,206667	3,685884E+0
46,213333	3,630748E+0
46,220000	3,585949E+0
46,226667	3,534259E+0
46,233333	3,461893E+0
46,240000	3,417094E+0
46,246667	3,330944E+0
46,253333	3,265470E+0
46,260000	3,182765E+0
46,266667	3,117291E+0
46,273333	3,027694E+0
46,280000	2,955328E+0
46,286667	2,893300E+0
46,293333	2,793365E+0
46,300000	2,720999E+0
46,306667	2,672754E+0
46,313333	2,583158E+0
46,320000	2,524575E+0
46,326667	2,441871E+0
46,333333	2,372951E+0
46,340000	2,304030E+0
46,346667	2,228218E+0
46,353333	2,159297E+0
46,360000	2,093823E+0
46,366667	2,066255E+0
46,373333	1,997335E+0
46,380000	1,945644E+0
46,386667	1,931860E+0
46,393333	1,869832E+0
46,400000	1,866386E+0
46,406667	1,838818E+0
46,413333	1,811250E+0
46,420000	1,807804E+0
46,426667	1,794019E+0
46,433333	1,773343E+0
46,440000	1,776789E+0
46,446667	1,766451E+0
46,453333	1,783681E+0
46,460000	1,797466E+0
46,466667	1,814696E+0
46,473333	1,866386E+0
46,480000	1,876724E+0
46,486667	1,921522E+0
46,493333	1,966320E+0
46,500000	2,024903E+0
46,506667	2,083485E+0
46,513333	2,131729E+0
46,520000	2,183420E+0
46,526667	2,252340E+0
46,533333	2,293692E+0
46,540000	2,355721E+0
46,546667	2,421195E+0
46,553333	2,510791E+0
46,560000	2,562482E+0
46,566667	2,655524E+0
46,573333	2,731337E+0
46,580000	2,810595E+0
46,586667	2,907084E+0
46,593333	2,972558E+0
46,600000	3,048370E+0
46,606667	3,131075E+0
46,613333	3,199995E+0
46,620000	3,258578E+0
46,626667	3,320606E+0
46,633333	3,392972E+0
46,640000	3,448109E+0
46,646667	3,520475E+0
46,653333	3,568719E+0
46,660000	3,623856E+0
46,666667	3,689330E+0
46,673333	3,723790E+0
46,680000	3,775480E+0
46,686667	3,792710E+0
46,693333	3,844401E+0
46,700000	3,871969E+0
46,706667	3,909875E+0
46,713333	3,902983E+0
46,720000	3,892645E+0
46,726667	3,909875E+0
46,733333	3,889199E+0
46,740000	3,892645E+0
46,746667	3,868523E+0
46,753333	3,878861E+0
46,760000	3,830617E+0
46,766667	3,830617E+0
46,773333	3,789264E+0
46,780000	3,761696E+0
46,786667	3,710006E+0
46,793333	3,672100E+0
46,800000	3,599733E+0
46,806667	3,565273E+0
46,813333	3,479123E+0
46,820000	3,410202E+0
46,826667	3,361958E+0
46,833333	3,272362E+0
46,840000	3,217225E+0
46,846667	3,137967E+0
46,853333	3,069046E+0
46,860000	3,024248E+0
46,866667	2,934652E+0
46,873333	2,855393E+0
46,880000	2,786473E+0
46,886667	2,717553E+0
46,893333	2,621064E+0
46,900000	2,541806E+0
46,906667	2,455655E+0
46,913333	2,390181E+0
46,920000	2,324706E+0
46,926667	2,266124E+0
46,933333	2,197204E+0
46,940000	2,131729E+0
46,946667	2,090377E+0
46,953333	2,038687E+0
46,960000	2,038687E+0
46,966667	1,959428E+0
46,973333	1,924968E+0
46,980000	1,862940E+0
46,986667	1,852602E+0
46,993333	1,797466E+0
47,000000	1,787127E+0
47,006667	1,780235E+0
47,013333	1,766451E+0
47,020000	1,780235E+0
47,026667	1,769897E+0
47,033333	1,776789E+0
47,040000	1,787127E+0
47,046667	1,845710E+0
47,053333	1,856048E+0
47,060000	1,876724E+0
47,066667	1,918076E+0
47,073333	1,924968E+0
47,080000	1,976658E+0
47,086667	2,021457E+0
47,093333	2,073147E+0
47,100000	2,128283E+0
47,106667	2,193758E+0
47,113333	2,242002E+0
47,120000	2,335044E+0
47,126667	2,400519E+0
47,133333	2,483223E+0
47,140000	2,552144E+0
47,146667	2,624510E+0
47,153333	2,714107E+0
47,160000	2,783027E+0
47,166667	2,855393E+0
47,173333	2,913976E+0
47,180000	2,979450E+0
47,186667	3,062154E+0
47,193333	3,124183E+0
47,200000	3,186211E+0
47,206667	3,286146E+0
47,213333	3,351620E+0
47,220000	3,420540E+0
47,226667	3,489461E+0
47,233333	3,551489E+0
47,240000	3,637640E+0
47,246667	3,661762E+0
47,253333	3,703114E+0
47,260000	3,747912E+0
47,266667	3,782372E+0
47,273333	3,809941E+0
47,280000	3,834063E+0
47,286667	3,878861E+0
47,293333	3,885753E+0
47,300000	3,892645E+0
47,306667	3,920213E+0
47,313333	3,906429E+0
47,320000	3,923659E+0
47,326667	3,899537E+0
47,333333	3,871969E+0
47,340000	3,858185E+0
47,346667	3,840955E+0
47,353333	3,792710E+0
47,360000	3,754804E+0
47,366667	3,720344E+0
47,373333	3,668654E+0
47,380000	3,623856E+0
47,386667	3,572165E+0
47,393333	3,517029E+0
47,400000	3,465339E+0
47,406667	3,403310E+0
47,413333	3,341282E+0
47,420000	3,272362E+0
47,426667	3,189657E+0
47,433333	3,113845E+0
47,440000	3,062154E+0
47,446667	2,972558E+0
47,453333	2,893300E+0
47,460000	2,796811E+0
47,466667	2,720999E+0
47,473333	2,638294E+0
47,480000	2,555590E+0
47,486667	2,524575E+0
47,493333	2,431533E+0
47,500000	2,369505E+0
47,506667	2,314368E+0
47,513333	2,248894E+0
47,520000	2,183420E+0
47,526667	2,128283E+0
47,533333	2,052471E+0
47,540000	2,007673E+0
47,546667	1,966320E+0
47,553333	1,900846E+0
47,560000	1,897400E+0
47,566667	1,838818E+0
47,573333	1,828480E+0
47,580000	1,800912E+0
47,586667	1,797466E+0
47,593333	1,776789E+0
47,600000	1,811250E+0
47,606667	1,797466E+0
47,613333	1,776789E+0
47,620000	1,800912E+0
47,626667	1,780235E+0
47,633333	1,825034E+0
47,640000	1,849156E+0
47,646667	1,880170E+0
47,653333	1,918076E+0
47,660000	1,973212E+0
47,666667	2,000781E+0
47,673333	2,080039E+0
47,680000	2,114499E+0
47,686667	2,200650E+0
47,693333	2,248894E+0
47,700000	2,314368E+0
47,706667	2,379843E+0
47,713333	2,431533E+0
47,720000	2,507345E+0
47,726667	2,583158E+0
47,733333	2,645186E+0
47,740000	2,720999E+0
47,746667	2,783027E+0
47,753333	2,876069E+0
47,760000	2,962220E+0
47,766667	3,055262E+0
47,773333	3,120737E+0
47,780000	3,199995E+0
47,786667	3,279254E+0
47,793333	3,334390E+0
47,800000	3,413648E+0
47,806667	3,468785E+0
47,813333	3,527367E+0
47,820000	3,568719E+0
47,826667	3,613517E+0
47,833333	3,668654E+0
47,840000	3,713452E+0
47,846667	3,772034E+0
47,853333	3,792710E+0
47,860000	3,840955E+0
47,866667	3,865077E+0
47,873333	3,889199E+0
47,880000	3,920213E+0
47,886667	3,909875E+0
47,893333	3,896091E+0
47,900000	3,902983E+0
47,906667	3,906429E+0
47,913333	3,861631E+0
47,920000	3,865077E+0
47,926667	3,847847E+0
47,933333	3,823725E+0
47,940000	3,775480E+0
47,946667	3,751358E+0
47,953333	3,710006E+0
47,960000	3,668654E+0
47,966667	3,623856E+0
47,973333	3,565273E+0
47,980000	3,499799E+0
47,986667	3,434324E+0
47,993333	3,355066E+0
48,000000	3,293038E+0
48,006667	3,220671E+0
48,013333	3,144859E+0
48,020000	3,065600E+0
48,026667	2,993234E+0
48,033333	2,924314E+0
48,040000	2,851947E+0
48,046667	2,789919E+0
48,053333	2,717553E+0
48,060000	2,627956E+0
48,066667	2,559036E+0
48,073333	2,476331E+0
48,080000	2,414303E+0
48,086667	2,348829E+0
48,093333	2,266124E+0
48,100000	2,210988E+0
48,106667	2,148959E+0
48,113333	2,076593E+0
48,120000	2,035241E+0
48,126667	1,983551E+0
48,133333	1,966320E+0
48,140000	1,887062E+0
48,146667	1,897400E+0
48,153333	1,859494E+0
48,160000	1,838818E+0
48,166667	1,807804E+0
48,173333	1,794019E+0
48,180000	1,783681E+0
48,186667	1,780235E+0
48,193333	1,769897E+0
48,200000	1,780235E+0
48,206667	1,811250E+0
48,213333	1,828480E+0
48,220000	1,849156E+0
48,226667	1,893954E+0
48,233333	1,921522E+0
48,240000	1,969766E+0
48,246667	2,014565E+0
48,253333	2,035241E+0
48,260000	2,097269E+0
48,266667	2,135175E+0
48,273333	2,193758E+0
48,280000	2,269570E+0
48,286667	2,314368E+0
48,293333	2,393627E+0
48,300000	2,448763E+0
48,306667	2,541806E+0
48,313333	2,624510E+0
48,320000	2,693430E+0
48,326667	2,803703E+0
48,333333	2,848501E+0
48,340000	2,951882E+0
48,346667	3,013910E+0
48,353333	3,062154E+0
48,360000	3,148305E+0
48,366667	3,199995E+0
48,373333	3,279254E+0
48,380000	3,351620E+0
48,386667	3,410202E+0
48,393333	3,475677E+0
48,400000	3,534259E+0
48,406667	3,606625E+0
48,413333	3,651424E+0
48,420000	3,716898E+0
48,426667	3,751358E+0
48,433333	3,785818E+0
48,440000	3,813387E+0
48,446667	3,847847E+0
48,453333	3,858185E+0
48,460000	3,865077E+0
48,466667	3,885753E+0
48,473333	3,896091E+0
48,480000	3,892645E+0
48,486667	3,909875E+0
48,493333	3,878861E+0
48,500000	3,882307E+0
48,506667	3,871969E+0
48,513333	3,820279E+0
48,520000	3,803049E+0
48,526667	3,765142E+0
48,533333	3,706560E+0
48,540000	3,685884E+0
48,546667	3,620410E+0
48,553333	3,554935E+0
48,560000	3,530813E+0
48,566667	3,448109E+0
48,573333	3,392972E+0
48,580000	3,313714E+0
48,586667	3,272362E+0
48,593333	3,182765E+0
48,600000	3,124183E+0
48,606667	3,055262E+0
48,613333	2,955328E+0
48,620000	2,900192E+0
48,626667	2,807149E+0
48,633333	2,724445E+0
48,640000	2,658970E+0
48,646667	2,576266E+0
48,653333	2,500453E+0
48,660000	2,428087E+0
48,666667	2,379843E+0
48,673333	2,300584E+0
48,680000	2,255786E+0
48,686667	2,200650E+0
48,693333	2,131729E+0
48,700000	2,069701E+0
48,706667	2,031795E+0
48,713333	1,983551E+0
48,720000	1,928414E+0
48,726667	1,893954E+0
48,733333	1,845710E+0
48,740000	1,828480E+0
48,746667	1,804358E+0
48,753333	1,780235E+0
48,760000	1,790573E+0
48,766667	1,790573E+0
48,773333	1,794019E+0
48,780000	1,790573E+0
48,786667	1,797466E+0
48,793333	1,814696E+0
48,800000	1,842264E+0
48,806667	1,890508E+0
48,813333	1,887062E+0
48,820000	1,914630E+0
48,826667	1,966320E+0
48,833333	1,990443E+0
48,840000	2,059363E+0
48,846667	2,107607E+0
48,853333	2,179974E+0
48,860000	2,245448E+0
48,866667	2,310922E+0
48,873333	2,369505E+0
48,880000	2,448763E+0
48,886667	2,510791E+0
48,893333	2,590050E+0
48,900000	2,679646E+0
48,906667	2,745121E+0
48,913333	2,783027E+0
48,920000	2,879515E+0
48,926667	2,951882E+0
48,933333	3,041478E+0
48,940000	3,100061E+0
48,946667	3,182765E+0
48,953333	3,262024E+0
48,960000	3,324052E+0
48,966667	3,396418E+0
48,973333	3,465339E+0
48,980000	3,523921E+0
48,986667	3,575611E+0
48,993333	3,620410E+0
49,000000	3,672100E+0
49,006667	3,716898E+0
49,013333	3,747912E+0
49,020000	3,799602E+0
49,026667	3,813387E+0
49,033333	3,858185E+0
49,040000	3,882307E+0
49,046667	3,906429E+0
49,053333	3,885753E+0
49,060000	3,923659E+0
49,066667	3,916767E+0
49,073333	3,896091E+0
49,080000	3,892645E+0
49,086667	3,854739E+0
49,093333	3,827171E+0
49,100000	3,778926E+0
49,106667	3,768588E+0
49,113333	3,737574E+0
49,120000	3,689330E+0
49,126667	3,661762E+0
49,133333	3,599733E+0
49,140000	3,551489E+0
49,146667	3,489461E+0
49,153333	3,430878E+0
49,160000	3,358512E+0
49,166667	3,303376E+0
49,173333	3,217225E+0
49,180000	3,148305E+0
49,186667	3,062154E+0
49,193333	2,993234E+0
49,200000	2,900192E+0
49,206667	2,841609E+0
49,213333	2,769243E+0
49,220000	2,689984E+0
49,226667	2,627956E+0
49,233333	2,538360E+0
49,240000	2,479777E+0
49,246667	2,400519E+0
49,253333	2,348829E+0
49,260000	2,276462E+0
49,266667	2,207542E+0
49,273333	2,131729E+0
49,280000	2,083485E+0
49,286667	2,038687E+0
49,293333	1,986997E+0
49,300000	1,945644E+0
49,306667	1,904292E+0
49,313333	1,880170E+0
49,320000	1,862940E+0
49,326667	1,831926E+0
49,333333	1,821588E+0
49,340000	1,794019E+0
49,346667	1,800912E+0
49,353333	1,773343E+0
49,360000	1,794019E+0
49,366667	1,800912E+0
49,373333	1,783681E+0
49,380000	1,800912E+0
49,386667	1,845710E+0
49,393333	1,856048E+0
49,400000	1,911184E+0
49,406667	1,955982E+0
49,413333	1,990443E+0
49,420000	2,055917E+0
49,426667	2,104161E+0
49,433333	2,162744E+0
49,440000	2,210988E+0
49,446667	2,276462E+0
49,453333	2,335044E+0
49,460000	2,403965E+0
49,466667	2,469439E+0
49,473333	2,534914E+0
49,480000	2,621064E+0
49,486667	2,707214E+0
49,493333	2,758905E+0
49,500000	2,851947E+0
49,506667	2,931206E+0
49,513333	3,020802E+0
49,520000	3,069046E+0
49,526667	3,144859E+0
49,533333	3,217225E+0
49,540000	3,272362E+0
49,546667	3,361958E+0
49,553333	3,410202E+0
49,560000	3,461893E+0
49,566667	3,544597E+0
49,573333	3,579057E+0
49,580000	3,665208E+0
49,586667	3,703114E+0
49,593333	3,754804E+0
49,600000	3,782372E+0
49,606667	3,837509E+0
49,613333	3,840955E+0
49,620000	3,871969E+0
49,626667	3,889199E+0
49,633333	3,892645E+0
49,640000	3,906429E+0
49,646667	3,896091E+0
49,653333	3,885753E+0
49,660000	3,882307E+0
49,666667	3,875415E+0
49,673333	3,840955E+0
49,680000	3,827171E+0
49,686667	3,806495E+0
49,693333	3,761696E+0
49,700000	3,730682E+0
49,706667	3,696222E+0
49,713333	3,613517E+0
49,720000	3,599733E+0
49,726667	3,513583E+0
49,733333	3,444663E+0
49,740000	3,399864E+0
49,746667	3,324052E+0
49,753333	3,255132E+0
49,760000	3,168981E+0
49,766667	3,117291E+0
49,773333	3,048370E+0
49,780000	2,979450E+0
49,786667	2,913976E+0
49,793333	2,814041E+0
49,800000	2,745121E+0
49,806667	2,648632E+0
49,813333	2,603834E+0
49,820000	2,510791E+0
49,826667	2,441871E+0
49,833333	2,359167E+0
49,840000	2,293692E+0
49,846667	2,248894E+0
49,853333	2,173082E+0
49,860000	2,145513E+0
49,866667	2,083485E+0
49,873333	2,011119E+0
49,880000	1,983551E+0
49,886667	1,924968E+0
49,893333	1,900846E+0
49,900000	1,869832E+0
49,906667	1,845710E+0
49,913333	1,811250E+0
49,920000	1,797466E+0
49,926667	1,804358E+0
49,933333	1,780235E+0
49,940000	1,766451E+0
49,946667	1,780235E+0
49,953333	1,814696E+0
49,960000	1,828480E+0
49,966667	1,849156E+0
49,973333	1,876724E+0
49,980000	1,900846E+0
49,986667	1,935306E+0
49,993333	1,962874E+0
50,000000	2,011119E+0
50,006667	2,055917E+0
50,013333	2,111053E+0
50,020000	2,176528E+0
50,026667	2,224772E+0
50,033333	2,300584E+0
50,040000	2,372951E+0
50,046667	2,441871E+0
50,053333	2,517683E+0
50,060000	2,590050E+0
50,066667	2,669308E+0
50,073333	2,731337E+0
50,080000	2,807149E+0
50,086667	2,879515E+0
50,093333	2,951882E+0
50,100000	3,013910E+0
50,106667	3,103507E+0
50,113333	3,162089E+0
50,120000	3,241347E+0
50,126667	3,313714E+0
50,133333	3,392972E+0
50,140000	3,472231E+0
50,146667	3,523921E+0
50,153333	3,579057E+0
50,160000	3,637640E+0
50,166667	3,685884E+0
50,173333	3,716898E+0
50,180000	3,751358E+0
50,186667	3,796156E+0
50,193333	3,816833E+0
50,200000	3,844401E+0
50,206667	3,858185E+0
50,213333	3,875415E+0
50,220000	3,875415E+0
50,226667	3,906429E+0
50,233333	3,899537E+0
50,240000	3,902983E+0
50,246667	3,889199E+0
50,253333	3,851293E+0
50,260000	3,837509E+0
50,266667	3,803049E+0
50,273333	3,751358E+0
50,280000	3,710006E+0
50,286667	3,696222E+0
50,293333	3,613517E+0
50,300000	3,613517E+0
50,306667	3,548043E+0
50,313333	3,465339E+0
50,320000	3,410202E+0
50,326667	3,372296E+0
50,333333	3,293038E+0
50,340000	3,213779E+0
50,346667	3,151751E+0
50,353333	3,089723E+0
50,360000	3,007018E+0
50,366667	2,927760E+0
50,373333	2,831271E+0
50,380000	2,769243E+0
50,386667	2,683092E+0
50,393333	2,610726E+0
50,400000	2,524575E+0
50,406667	2,479777E+0
50,413333	2,414303E+0
50,420000	2,348829E+0
50,426667	2,279908E+0
50,433333	2,224772E+0
50,440000	2,131729E+0
50,446667	2,107607E+0
50,453333	2,021457E+0
50,460000	1,976658E+0
50,466667	1,935306E+0
50,473333	1,890508E+0
50,480000	1,880170E+0
50,486667	1,838818E+0
50,493333	1,821588E+0
50,500000	1,821588E+0
50,506667	1,797466E+0
50,513333	1,790573E+0
50,520000	1,797466E+0
50,526667	1,780235E+0
50,533333	1,811250E+0
50,540000	1,800912E+0
50,546667	1,814696E+0
50,553333	1,849156E+0
50,560000	1,862940E+0
50,566667	1,924968E+0
50,573333	1,931860E+0
50,580000	1,976658E+0
50,586667	2,042133E+0
50,593333	2,097269E+0
50,600000	2,155851E+0
50,606667	2,228218E+0
50,613333	2,273016E+0
50,620000	2,338490E+0
50,626667	2,410857E+0
50,633333	2,472885E+0
50,640000	2,562482E+0
50,646667	2,610726E+0
50,653333	2,679646E+0
50,660000	2,748567E+0
50,666667	2,848501E+0
50,673333	2,927760E+0
50,680000	3,010464E+0
50,686667	3,079385E+0
50,693333	3,134521E+0
50,700000	3,217225E+0
50,706667	3,293038E+0
50,713333	3,372296E+0
50,720000	3,410202E+0
50,726667	3,489461E+0
50,733333	3,537705E+0
50,740000	3,582503E+0
50,746667	3,637640E+0
50,753333	3,696222E+0
50,760000	3,744466E+0
50,766667	3,778926E+0
50,773333	3,813387E+0
50,780000	3,823725E+0
50,786667	3,885753E+0
50,793333	3,861631E+0
50,800000	3,916767E+0
50,806667	3,906429E+0
50,813333	3,896091E+0
50,820000	3,892645E+0
50,826667	3,865077E+0
50,833333	3,854739E+0
50,840000	3,840955E+0
50,846667	3,823725E+0
50,853333	3,778926E+0
50,860000	3,754804E+0
50,866667	3,723790E+0
50,873333	3,665208E+0
50,880000	3,627302E+0
50,886667	3,589395E+0
50,893333	3,513583E+0
50,900000	3,451555E+0
50,906667	3,386080E+0
50,913333	3,310268E+0
50,920000	3,231009E+0
50,926667	3,182765E+0
50,933333	3,100061E+0
50,940000	3,051816E+0
50,946667	2,951882E+0
50,953333	2,893300E+0
50,960000	2,817487E+0
50,966667	2,745121E+0
50,973333	2,665862E+0
50,980000	2,596942E+0
50,986667	2,528022E+0
50,993333	2,434979E+0
51,000000	2,369505E+0
51,006667	2,304030E+0
51,013333	2,235110E+0
51,020000	2,176528E+0
51,026667	2,128283E+0
51,033333	2,049025E+0
51,040000	2,007673E+0
51,046667	1,983551E+0
51,053333	1,949090E+0
51,060000	1,918076E+0
51,066667	1,890508E+0
51,073333	1,852602E+0
51,080000	1,835372E+0
51,086667	1,807804E+0
51,093333	1,787127E+0
51,100000	1,783681E+0
51,106667	1,773343E+0
51,113333	1,776789E+0
51,120000	1,794019E+0
51,126667	1,807804E+0
51,133333	1,845710E+0
51,140000	1,876724E+0
51,146667	1,918076E+0
51,153333	1,942198E+0
51,160000	1,990443E+0
51,166667	2,021457E+0
51,173333	2,076593E+0
51,180000	2,135175E+0
51,186667	2,176528E+0
51,193333	2,224772E+0
51,200000	2,304030E+0
51,206667	2,372951E+0
51,213333	2,431533E+0
51,220000	2,510791E+0
51,226667	2,583158E+0
51,233333	2,652078E+0
51,240000	2,748567E+0
51,246667	2,820933E+0
51,253333	2,879515E+0
51,260000	2,955328E+0
51,266667	3,038032E+0
51,273333	3,110399E+0
51,280000	3,182765E+0
51,286667	3,241347E+0
51,293333	3,310268E+0
51,300000	3,358512E+0
51,306667	3,441217E+0
51,313333	3,510137E+0
51,320000	3,558381E+0
51,326667	3,647978E+0
51,333333	3,685884E+0
51,340000	3,727236E+0
51,346667	3,758250E+0
51,353333	3,785818E+0
51,360000	3,827171E+0
51,366667	3,847847E+0
51,373333	3,858185E+0
51,380000	3,885753E+0
51,386667	3,871969E+0
51,393333	3,892645E+0
51,400000	3,902983E+0
51,406667	3,892645E+0
51,413333	3,875415E+0
51,420000	3,871969E+0
51,426667	3,844401E+0
51,433333	3,813387E+0
51,440000	3,782372E+0
51,446667	3,727236E+0
51,453333	3,696222E+0
51,460000	3,641086E+0
51,466667	3,592841E+0
51,473333	3,523921E+0
51,480000	3,468785E+0
51,486667	3,406756E+0
51,493333	3,355066E+0
51,500000	3,296484E+0
51,506667	3,213779E+0
51,513333	3,155197E+0
51,520000	3,069046E+0
51,526667	3,000126E+0
51,533333	2,920868E+0
51,540000	2,841609E+0
51,546667	2,776135E+0
51,553333	2,703768E+0
51,560000	2,610726E+0
51,566667	2,555590E+0
51,573333	2,459101E+0
51,580000	2,414303E+0
51,586667	2,345383E+0
51,593333	2,276462E+0
51,600000	2,217880E+0
51,606667	2,162744E+0
51,613333	2,104161E+0
51,620000	2,055917E+0
51,626667	2,007673E+0
51,633333	1,949090E+0
51,640000	1,918076E+0
51,646667	1,876724E+0
51,653333	1,849156E+0
51,660000	1,811250E+0
51,666667	1,800912E+0
51,673333	1,787127E+0
51,680000	1,780235E+0
51,686667	1,800912E+0
51,693333	1,800912E+0
51,700000	1,821588E+0
51,706667	1,821588E+0
51,713333	1,842264E+0
51,720000	1,849156E+0
51,726667	1,876724E+0
51,733333	1,900846E+0
51,740000	1,966320E+0
51,746667	1,993889E+0
51,753333	2,042133E+0
51,760000	2,076593E+0
51,766667	2,152405E+0
51,773333	2,204096E+0
51,780000	2,293692E+0
51,786667	2,341936E+0
51,793333	2,407411E+0
51,800000	2,486669E+0
51,806667	2,548698E+0
51,813333	2,610726E+0
51,820000	2,696876E+0
51,826667	2,789919E+0
51,833333	2,820933E+0
51,840000	2,907084E+0
51,846667	2,993234E+0
51,853333	3,048370E+0
51,860000	3,127629E+0
51,866667	3,231009E+0
51,873333	3,279254E+0
51,880000	3,351620E+0
51,886667	3,441217E+0
51,893333	3,472231E+0
51,900000	3,530813E+0
51,906667	3,585949E+0
51,913333	3,630748E+0
51,920000	3,682438E+0
51,926667	3,720344E+0
51,933333	3,775480E+0
51,940000	3,785818E+0
51,946667	3,816833E+0
51,953333	3,847847E+0
51,960000	3,871969E+0
51,966667	3,889199E+0
51,973333	3,906429E+0
51,980000	3,902983E+0
51,986667	3,899537E+0
51,993333	3,868523E+0
52,000000	3,854739E+0
52,006667	3,827171E+0
52,013333	3,823725E+0
52,020000	3,792710E+0
52,026667	3,734128E+0
52,033333	3,710006E+0
52,040000	3,647978E+0
52,046667	3,620410E+0
52,053333	3,582503E+0
52,060000	3,534259E+0
52,066667	3,468785E+0
52,073333	3,403310E+0
52,080000	3,327498E+0
52,086667	3,258578E+0
52,093333	3,179319E+0
52,100000	3,106953E+0
52,106667	3,027694E+0
52,113333	2,941544E+0
52,120000	2,862285E+0
52,126667	2,807149E+0
52,133333	2,731337E+0
